online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,42218
FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859
FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922
FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533
FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458
FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,34586
TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220
FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,34165
TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,41047
TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40672
FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573
FALSE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33455
FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336
FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",37823
TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41009
TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,39427
FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002
FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427
FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626
TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,39427
FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
TRUE,Approved,Trek Bicycles,Road,medium,large,1894.19,$598.76,36146
FALSE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
,Approved,WeareA2B,Road,low,small,1172.78,"$1,043.77",37539
TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,37499
TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,42458
FALSE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,36145
FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216
TRUE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,38216
FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,41167
FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,34115
TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410
FALSE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244
TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",34527
FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35667
TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455
FALSE,Cancelled,Solex,Standard,medium,medium,1163.89,$589.27,35378
TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,36334
FALSE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458
FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,37499
FALSE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367
TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,35160
FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,40670
TRUE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002
TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,42458
FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873
TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220
TRUE,Approved,Solex,Road,medium,large,1777.8,$820.78,42404
TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,37659
TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888
TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,41922
FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,42226
TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38339
FALSE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",38193
TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170
FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873
TRUE,Approved,Solex,Standard,high,medium,1024.66,$614.80,40487
FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,36145
TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427
TRUE,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",34996
TRUE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146
FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,$248.82,40618
FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,37874
TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,34996
FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,34071
TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,39526
,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,37659
TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,33455
FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",41009
FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498
FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,37337
FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079
FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378
FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,36334
TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,$582.48,40336
TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,41064
TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,39915
TRUE,Cancelled,WeareA2B,Touring,medium,large,1890.39,$260.14,33259
TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,35560
TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258
TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42105
TRUE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,36668
TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,34244
FALSE,Cancelled,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888
FALSE,Cancelled,WeareA2B,Standard,medium,medium,60.34,$45.26,34165
FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
TRUE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,34143
FALSE,Approved,WeareA2B,Touring,medium,large,1362.99,$57.74,34079
FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258
FALSE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626
FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,37838
TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220
FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,40779
TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,39298
TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,40670
FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,35470
TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560
FALSE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40336
FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,42295
TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,40672
TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672
FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427
TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,42696
FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,35378
TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,39298
TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295
FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,37873
FALSE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",38991
FALSE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,40303
TRUE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,37626
FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,35455
FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,34586
FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,40784
FALSE,Approved,Solex,Standard,high,medium,1024.66,$614.80,42404
FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,36145
TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,38750
FALSE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",35378
TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498
FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,40670
TRUE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,39031
TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",37873
FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,38991
FALSE,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",40779
FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,42696
TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,36498
TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",36145
TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38482
,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009
FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,38206
FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
FALSE,Approved,Norco Bicycles,Standard,low,medium,958.74,$748.90,38693
,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165
FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560
FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,41922
TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,41434
FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,$290.41,38482
TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,40779
TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,41848
TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",37838
TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244
FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37668
TRUE,Approved,OHM Cycles,Standard,medium,medium,235.63,$125.07,41434
TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429
FALSE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,39915
TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688
TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220
FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,35455
TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,38573
FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,35052
FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,33888
TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,40618
TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145
FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,41064
TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,34996
TRUE,Approved,Solex,Standard,medium,medium,1577.53,$826.51,34071
FALSE,Approved,OHM Cycles,Standard,medium,medium,1636.9,$44.71,40410
FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688
TRUE,Approved,Solex,Standard,medium,medium,100.35,$75.26,36367
TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,38482
TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",33364
TRUE,Approved,Solex,Standard,medium,medium,575.27,$431.45,41345
TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,37499
TRUE,Approved,Solex,Standard,medium,medium,478.16,$298.72,34143
TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,35667
FALSE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,36833
TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,38216
FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,33552
FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533
FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,$173.18,36361
FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,39298
TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,37220
FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,$667.40,35378
FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873
FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833
FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,38573
FALSE,Approved,Trek Bicycles,Standard,low,medium,1057.51,$154.40,34527
FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,42226
TRUE,Approved,Solex,Standard,low,medium,945.04,$507.58,35052
FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,37220
TRUE,Approved,OHM Cycles,Standard,high,medium,1458.17,$874.90,38991
FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,40670
TRUE,Approved,Solex,Standard,medium,large,1071.23,$380.74,35160
FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259
FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145
FALSE,Approved,Solex,Road,medium,large,1777.8,$820.78,40670
TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",39427
FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,38216
TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560
TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
FALSE,Approved,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",37838
TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,35470
,Approved,Solex,Standard,medium,medium,71.49,$53.62,38573
FALSE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145
FALSE,Approved,Solex,Road,medium,small,1703.52,"$1,516.13",42560
TRUE,Approved,OHM Cycles,Standard,medium,medium,1227.34,$770.89,33364
FALSE,Approved,WeareA2B,Standard,medium,medium,1065.03,$230.09,36833
TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",39526
FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,$950.52,35470
FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,33552
TRUE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560
FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167
TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,$863.95,38859
TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,40779
TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688
FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,35667
TRUE,Approved,OHM Cycles,Standard,low,medium,71.16,$56.93,42172
TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,"$1,259.36",37626
FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,37838
TRUE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,35667
,Approved,Giant Bicycles,Standard,high,small,1977.36,"$1,759.85",40779
TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,42560
FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,40553
FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,34143
TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,34079
TRUE,Approved,Norco Bicycles,Standard,high,small,1661.92,"$1,479.11",33888
FALSE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,37698
TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,33259
FALSE,Approved,Solex,Standard,medium,medium,1163.89,$589.27,42560
TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,"$1,082.36",33552
FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,35667
TRUE,Approved,OHM Cycles,Standard,medium,medium,795.34,$101.58,35470
TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,36833
FALSE,Approved,WeareA2B,Touring,medium,large,1890.39,$260.14,33259
TRUE,Approved,Norco Bicycles,Mountain,low,small,688.63,$612.88,34244
FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,35455
FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,34170
FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,34143
TRUE,Approved,Solex,Standard,medium,medium,441.49,$84.99,34071
TRUE,Approved,WeareA2B,Standard,medium,medium,1292.84,$13.44,39915
FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41701
TRUE,Approved,WeareA2B,Standard,medium,medium,1769.64,$108.76,40672
,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,34143
FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,34556
TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
FALSE,Approved,Giant Bicycles,Road,medium,medium,1538.99,$829.65,42404
FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487
FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,$829.51,42218
TRUE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",33888
TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,$459.71,37659
FALSE,Approved,Solex,Road,medium,medium,416.98,$312.74,35560
TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337
TRUE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,38339
TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,37539
FALSE,Approved,Solex,Standard,medium,medium,71.49,$53.62,33549
TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167
FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
TRUE,Approved,Norco Bicycles,Road,high,large,774.53,$464.72,34527
TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,38573
TRUE,Approved,Giant Bicycles,Standard,medium,medium,642.7,$211.37,37337
TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42710
FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,$297.43,42105
FALSE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,36361
TRUE,Approved,Giant Bicycles,Standard,high,medium,1179,$707.40,35667
,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,37874
TRUE,Approved,Solex,Touring,medium,large,2083.94,$675.03,38339
TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36145
TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,33879
FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42145
TRUE,Approved,Solex,Standard,medium,large,202.62,$151.96,42458
TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,$528.43,39031
TRUE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,41345
FALSE,Approved,Solex,Standard,high,medium,748.17,$448.90,35052
FALSE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,37539
TRUE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,38258
TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,"$1,531.42",38991
FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,$709.48,38193
TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487
TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879
FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,$596.55,41047
TRUE,Approved,Solex,Standard,high,medium,748.17,$448.90,37698
TRUE,Approved,Solex,Standard,medium,large,1061.56,$733.58,34170
FALSE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,37499
FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,$818.01,37873
TRUE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,36498
TRUE,Approved,Solex,Standard,medium,medium,71.49,$53.62,40649
FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,$795.10,33429
TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,$762.63,36334
TRUE,Approved,Solex,Standard,medium,medium,1945.43,$333.18,40553
TRUE,Approved,OHM Cycles,Road,medium,small,1810,"$1,610.90",36498
TRUE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,42295
FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
TRUE,Approved,Norco Bicycles,Standard,medium,small,586.45,$521.94,33429
TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,36668
TRUE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688
FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,37499
FALSE,Approved,Giant Bicycles,Standard,medium,small,1311.44,"$1,167.18",36498
FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,38206
FALSE,Approved,OHM Cycles,Standard,medium,medium,183.86,$137.90,35707
FALSE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145
FALSE,Approved,Trek Bicycles,Road,medium,medium,533.51,$400.13,37823
TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",41009
FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,41533
FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,42688
FALSE,Approved,,,,,1029.36,,
TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167
FALSE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,36146
FALSE,Approved,WeareA2B,Standard,medium,medium,1228.07,$400.91,36668
TRUE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,42105
FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39298
TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,$270.30,37873
FALSE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40487
FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,$45.26,34165
TRUE,Approved,OHM Cycles,Standard,high,medium,2005.66,"$1,203.40",38991
TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,38482
FALSE,Approved,Giant Bicycles,Standard,high,medium,1129.13,$677.48,38573
FALSE,Approved,WeareA2B,Standard,medium,small,175.89,$131.92,42295
FALSE,Approved,Giant Bicycles,Standard,medium,medium,1403.5,$954.82,41245
TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,$933.84,33429
FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,$388.72,36334
FALSE,Approved,Norco Bicycles,Road,medium,medium,544.05,$376.84,38647
FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,35378
TRUE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216
FALSE,Approved,Trek Bicycles,Standard,high,medium,358.39,$215.03,38002
TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,$215.14,37626
FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427
TRUE,Approved,Giant Bicycles,Standard,medium,large,1635.3,$993.66,33364
FALSE,Approved,Solex,Touring,medium,large,2083.94,$675.03,36334
TRUE,Cancelled,Trek Bicycles,Standard,medium,small,1386.84,"$1,234.29",42458
FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,39526
FALSE,Approved,Solex,Standard,medium,medium,1151.96,$649.49,41848
FALSE,Approved,Norco Bicycles,Standard,high,medium,1148.64,$689.18,42226
FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,$161.60,38216
FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,$234.43,37838
TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,$381.10,36833
TRUE,Approved,Giant Bicycles,Road,low,small,590.26,$525.33,40410
FALSE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,38216
TRUE,Approved,Giant Bicycles,Standard,high,medium,1274.93,$764.96,39880
TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,$141.40,42295
FALSE,Approved,Solex,Standard,medium,medium,575.27,$431.45,34244
FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,$363.25,39298
TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,$778.69,42145
,Approved,Solex,Standard,high,large,1842.92,"$1,105.75",37873
TRUE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,33879
FALSE,Approved,Solex,Standard,low,medium,1289.85,$74.51,39427
FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,$388.92,41167
TRUE,Approved,OHM Cycles,Road,high,large,12.01,$7.21,39880
FALSE,Approved,WeareA2B,Standard,medium,medium,752.64,$205.36,36367
FALSE,Approved,WeareA2B,Standard,low,medium,642.31,$513.85,38193
TRUE,Approved,Norco Bicycles,Road,medium,medium,543.39,$407.54,39031
FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,$206.35,33364
TRUE,Approved,Solex,Road,medium,medium,416.98,$312.74,34165
TRUE,Approved,Solex,Standard,low,medium,1289.85,$74.51,41009
TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,$136.73,39298
FALSE,Approved,Solex,Standard,medium,medium,1483.2,$99.59,34996
FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,$594.68,34996
